tag,actual,predicted,confidence,correct
WeightedAverageNumberOfSharesOutstandingTotal,Equity,Assets,0.32628771662712097,False
EquityMethodInvestmentSummarizedFinancialInformationNetInvestmentInProperties,Assets,Equity,0.88587486743927,False
PreconfirmationIntangibleAssetsNet,Assets,Assets,0.8766816854476929,True
SecuritiesLoanedRateRequiredOfCollateralAsPercentOfMarketValueOfLoansSecurities,Assets,Cost,0.34259578585624695,False
CommittmentsToExtendCredit,Other,Equity,0.24065007269382477,False
NoncashInvestingAndFinancingItemsTotal,Assets,Other,0.42835354804992676,False
OperatingLeasesTypicalNumberOfLeaseRenewalOptions,Other,Income,0.23416094481945038,False
NonCashAdjustmentDerivativeFairValue,Assets,Other,0.49417802691459656,False
CommitmentsSignificantContractsAndContingenciesZeroThreeFourNineSixZerovHNzRDWSGhSevenZ,Other,Cost,0.2005186378955841,False
NetPurchasesProceedsFromSalesOfMoneyMarketFunds,Revenue,Revenue,0.23348160088062286,True
IncomeTaxesPreferentialIncomeTaxRateAdvancedAndNewTechnologyEnterprises,Income,Income,0.7333837151527405,True
AmortizationofotherfairvalueadjustmentsnetarisingontheMerger,Expenses,Other,0.6076580882072449,False
LoanBalanceForReviewingHighRiskLoansMinimum,Other,Cost,0.2585206925868988,False
GuaranteeObligationsCurrentCarryingValue,Liabilities,Cost,0.20237953960895538,False
OwnershipControlPercentageWithDisputesResolvedThroughArbitration,Other,Assets,0.2096606343984604,False
AccruedSoftwareLicenseFees,Other,Expenses,0.3671925663948059,False
RecoveriesOfPreproductionCostsRelatedToLongTermSupplyAgreements,Expenses,Cost,0.6090174317359924,False
AccruedInformationTechnologySystemAndInfrastructureImplementationCurrent,Other,Assets,0.2862374782562256,False
TheValuationAllowance_MarchWas,Other,Assets,0.3107925057411194,False
BusinessCombinationBargainPurchaseGainRecognizedAmount,Other,Assets,0.15640680491924286,False
AccountsPayableCurrentSubjectToThirdPartyService,Liabilities,Assets,0.23174838721752167,False
IncrementalWeightedAverageCommonSharesAttributableToConversionOfOpUnits,Equity,Equity,0.24632175266742706,True
NetAmountsOfLiabilitiesPresentedInStatementOfFinancialPosition,Liabilities,Liabilities,0.9596427083015442,True
EquityZeroThreeFourEightEightThreeNineEightNineFOnePXFiveNzKNinebvFive,Equity,Equity,0.8295150995254517,True
NetAssetsRestrictedToTransfer,Assets,Assets,0.8251424431800842,True
PercentageOwnership,Other,Equity,0.264944851398468,False
StockBasedCompensationRelatedToStockOptions,Equity,Other,0.2060404121875763,False
TemporaryEquityInterestInSubsidiaryEarnings,Equity,Equity,0.824734628200531,True
WorkingCapitalDeficit1,Equity,Cost,0.6552118062973022,False
DepositsIntercompany,Other,Other,0.7251672148704529,True
EffectiveIncomeTaxRateReconciliationUnrecognizedTaxBenefitsPercent,Income,Income,0.8203977942466736,True
AvailableForSaleSecuritiesInUnrealizedLossPositionsTwelveMonthsOrLongerQualitativeDisclosureNumberOfPositions,Revenue,Cost,0.18598374724388123,False
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgeEffectBeforeTax,Assets,Other,0.8080950975418091,False
StockRepurchaseProgramCumulativeSharesRepurchased,Equity,Equity,0.29638877511024475,True
AnnualExcessCoverage,Other,Equity,0.30336716771125793,False
AllowanceforShipAndDebit,Other,Assets,0.311971515417099,False
NoncashCapitalizedSoftwareAdditions,Assets,Other,0.5212849974632263,False
RealEstateCostOfRealEstateSoldNetOfGainLoss,Other,Cost,0.7804228067398071,False
OtherLongTermLiabilities,Liabilities,Other,0.5193183422088623,False
NumberOfCommonShares,Equity,Equity,0.5679548382759094,True
NumberOfInvestorsCompensationExpenseWasProvidedtoParentCEOBy,Expenses,Expenses,0.5742993354797363,True
MinedTonnageStockpiled,Equity,Assets,0.37029892206192017,False
ShareBasedCompensationNoncontrollingInterestEquityBasedAwards,Equity,Equity,0.6969704031944275,True
AccruedMunicipalSurcharge,Other,Cost,0.3746614456176758,False
NonInvestmentRevenue,Revenue,Revenue,0.5584986805915833,True
SharesEarnedAndIssuableUnderCompensationPlans,Equity,Equity,0.24382607638835907,True
TermLoanInterestPaymentsMade,Cash Flow,Cost,0.36883002519607544,False
VolumeOfStorageLagoon,Other,Assets,0.29473111033439636,False
ScheduleOfDisclosureOfSharebasedCompensationArrangementsBySharebasedPaymentAwardZeroThreeFiveThreeThreeZeroOnenxFournxCJSixZerofNine,Cash Flow,Other,0.17134712636470795,False
AvailableforsaleSecuritiesDebtMaturitiesRollingYearTwoThroughFiveAmortizedCostBasisPercent,Revenue,Cost,0.6551609635353088,False
CostofGoodsSoldNewEquipmentSales,Revenue,Cost,0.3349323868751526,False
DeferredTaxAssetsPropertyPlantAndEquipmentNoncurrent,Assets,Assets,0.6970051527023315,True
LossOnConversionOfWarrantLiabilityToStock,Liabilities,Liabilities,0.605110764503479,True
DiscountedCashFlowMethodologyNumberOfPayments,Assets,Cash Flow,0.8226479291915894,False
AmountRelatedToInterestRateHedgesOnCertainUnsecuredLongTermBorrowingsMaturingInYearSix,Other,Cost,0.5634549260139465,False
AccruedDrillingAndFacilityCosts,Expenses,Cost,0.5756427645683289,False
LiabilityClassifiedShareUnits,Liabilities,Liabilities,0.8791943788528442,True
TotalAnnualGrossRevenueonLastDayofFiscalYearBasedonWhichEntityWillCeaseStatusofEmergingGrowthCompany,Revenue,Revenue,0.71909499168396,True
AccumulatedOtherComprehensiveIncomeTranslationGainLossOnNetInvestmentHedgeTax,Assets,Other,0.7252734303474426,False
GeneralPartnersCapitalDeficit,Equity,Cost,0.5768387913703918,False
AdvancePaymentsAndOthersToUnrelatedParties,Cash Flow,Other,0.7619155645370483,False
ExpensesBeforeIncentiveFeesToAverageNetAssets,Expenses,Expenses,0.6049404144287109,True
FinancingReceivableModificationCombination,Assets,Other,0.22502435743808746,False
RetirementOfStockholderNotesReceivableNetOfIssuance,Assets,Revenue,0.4525710940361023,False
GoodwillAdditionsFromAcquisitions,Assets,Assets,0.46577978134155273,True
GainLossOnDispositionOfAssetsHeldForSale,Assets,Assets,0.7841011881828308,True
ScheduleOfConvertibleDebtZeroThreeFourEightEightThreeNineEightNinebKZeroQFHmNVkfx,Liabilities,Cost,0.42134639620780945,False
Unrealizedlosspositionforavailableforsaleandheldtomaturitysecuritiesinacontinuouslosspositionforlessthan12months,Assets,Liabilities,0.15870356559753418,False
MinimumInitialCapitalizationSaleOfShares,Equity,Cost,0.3595099151134491,False
PercentagesOfForeignOperationsConsolidatedRevenue,Revenue,Revenue,0.708615779876709,True
ScheduleOfChangesToValuationAllowanceForDeferredTaxAssetsZeroThreeFiveTwoFiveZerozwSevenSixZcTwowFourJTOne,Assets,Assets,0.8529301881790161,True
MultiemployerPlansMinimumContributionRate,Other,Cost,0.20749562978744507,False
DonationOfCommonStock,Equity,Equity,0.46167662739753723,True
RestructuringChargesOperatingActivities,Other,Cost,0.3013894855976105,False
ConvertibleLoanAgreementsZeroThreeFiveZeroThreeZeroKdNxqpfzlzWL,Other,Cost,0.3445169925689697,False
IncreaseDecreaseInLongTermDepositsClassifiedAsInvestingActivities,Other,Equity,0.22122670710086823,False
DeferredIncentiveIncomeMaturedDistributedGross,Liabilities,Income,0.7726044654846191,False
WeightedAveragePriceOfAntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShare,Assets,Cost,0.27287745475769043,False
AmortizationYearTwo,Expenses,Cost,0.5639747977256775,False
CumulativeAmountOfUnpaidInterestOnImpairedLoans,Other,Cost,0.5470976829528809,False
AdvancesFromRelatedPartiesPayment,Cash Flow,Other,0.7871832847595215,False
ProceedsFromSaleOfStockHeldByStockEmployeeCompensationTrust,Equity,Revenue,0.37326616048812866,False
AccountsReceivableUnbilledandRetainage,Assets,Cash Flow,0.1921689659357071,False
SitesOnSuperfundNationalPrioritiesList,Other,Liabilities,0.21489837765693665,False
ScheduleOfSummaryOfConvertiblePromissoryNoteZeroThreeFiveThreeSixFourZeroThreeSixkqTmnmTmThreeKXx,Other,Revenue,0.16872964799404144,False
LongLivedAssetsHeldForUse,Assets,Assets,0.9137555360794067,True
AdjustmentsToAdditionalPaidInCapitalDeferredTaxAsset,Assets,Assets,0.8282195329666138,True
UnrealizedGainLossOnDerivativesFairValueAdjustment,Other,Other,0.18613168597221375,True
ScheduleOfDisclosureOfSharebasedCompensationArrangementsBySharebasedPaymentAwardZeroThreeFiveThreeThreeZerostTNineEightFiveQkyRVq,Cash Flow,Income,0.18127833306789398,False
FairValueMeasurementsCarriedForwardFromPriorPeriodEnded,Other,Assets,0.183195561170578,False
CapitalLeaseObligationsDiscountRemainderOfFiscalYear,Liabilities,Cost,0.5324472188949585,False
EmployeeStockPurchasePlanEmployeeMaximumContributionOfAnnualEarningsPerParticipantPercentage,Equity,Assets,0.35307538509368896,False
NetIncomeLossBeforeEarningsOfConsolidatedSubsidiaries,Income,Income,0.40430980920791626,True
TimeSharingTransactionsAllowanceForUncollectibleAccounts,Other,Other,0.1676841825246811,True
RestructuringAccrualExpectedToPayInNextTwelveMonth,Other,Cost,0.1914813071489334,False
GoodwillImpairmentTestExpectedControlPremium,Expenses,Assets,0.1868009865283966,False
ConstructionCostsTransferredDuringPeriod,Expenses,Cost,0.47930270433425903,False
ConvertibleDebtNoncurrent,Liabilities,Other,0.4840490221977234,False
ScheduleOfSharebasedCompensationStockOptionsAndWarrantsOrRightsActivityZeroThreeFourEightOneThreeNineEightTwoMLGbkEightKOneBMdT,Equity,Assets,0.15803521871566772,False
DeferredTaxAssetsValuationAllowanceOnRemainingAsset,Assets,Assets,0.9319012761116028,True
LineofCreditFacilityRemainingBorrowingCapacityAfterCovenantRestrictions,Other,Cost,0.18475781381130219,False
RangeOfExercisePrices021049WarrantsOutstandingAverageRemainingContractualLifeInYears,Other,Cost,0.3593180477619171,False
SubleasesFutureRentalIncomeDueinThreeYears,Other,Income,0.5052391290664673,False
FiniteLivedIntangibleAssetsRentalIncomeIncreaseDecreaseYearThree,Assets,Assets,0.48109692335128784,True
PaymentsForDividendsToPreferredUnitholders,Equity,Income,0.25356054306030273,False
NumberofSubsidiariesTaxableasaCorporation,Other,Cost,0.25408637523651123,False
RevenueFromHostedAndRelatedServices,Revenue,Revenue,0.5201155543327332,True
LossContingencyClassActionLawsuit,Other,Liabilities,0.5406064391136169,False
AdjustmentsToAdditionalPaidInCapitalSettlementOfDerivativeLiability,Liabilities,Liabilities,0.5550919771194458,True
DeferredCommissionNoncurrent,Liabilities,Other,0.7964283227920532,False
InterestExpenseOtherContraExpense,Expenses,Other,0.6487733721733093,False
ScheduleOfFairValueAssetsAndLiabilitiesMeasuredOnRecurringBasisZeroThreeFiveFourFourZeroFWOnevVKBWFTwoLw,Assets,Liabilities,0.5715890526771545,False
EquityZeroThreeFourEightEightThreeNineEightNinebFourGRKFoursTEighthZS,Equity,Equity,0.8766013383865356,True
IncreaseDecreaseServiceContractRelatedParties,Other,Other,0.3195256292819977,True
TotalRealizedandDeferredGainLossonDisposal,Liabilities,Liabilities,0.34634488821029663,True
IncomeLossFromContinuingOperationsPerDilutedShare,Other,Income,0.722408652305603,False
NonParticipatingManufacturerAdditionalAdjustmentCreditsRecognized,Other,Other,0.6715081930160522,True
ThirdQuarterOperatingExpense,Cost,Expenses,0.5811406373977661,False
ConvertibleDebenturesNetOfDiscountCurrent,Other,Cost,0.43258848786354065,False
ValuationCapByTheFullyDilutedNumberOfShares,Equity,Equity,0.3514818847179413,True
CommercialRevenuesRecognizedUponDeliveryGross,Revenue,Revenue,0.6915591955184937,True
FederalAndStateIncomeTaxesPayable,Liabilities,Income,0.49711114168167114,False
InterestNotes,Other,Other,0.2702949047088623,True
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedAndRedeemedWeightedAverageGrantDateFairValue,Equity,Equity,0.47922396659851074,True
AccumulatedLossesOfInvestee,Other,Liabilities,0.5094656944274902,False
RecallsAndOtherSafetyMeasuresAccrualPayments,Cash Flow,Other,0.6705479621887207,False
DepositsAssetsCurrentTotal,Assets,Assets,0.8663266897201538,True
LessTaxTaxBenefit,Other,Cost,0.2640722990036011,False
PaymentstoAcquireTimeDeposits,Cash Flow,Cost,0.30940529704093933,False
DerivativeCashReceivedPaidOnHedge,Assets,Cost,0.2334885150194168,False
NoncashorPartNoncashDistributionsPayable,Assets,Other,0.4844583570957184,False
FinancingReceivableModificationsRecordedInvestmentNotIncludedInNonAccrual,Assets,Other,0.5066626667976379,False
ServiceAgreementServicesProvided,Other,Equity,0.15415790677070618,False
DueToSubsidiariesCurrent,Other,Liabilities,0.3112761080265045,False
ScheduleOfFairValueOfDerivativeLiabilityRelatedToWarrantsZeroThreeFiveZeroNineFourZeroZeroSevenTzSevenFivetHtpsZeronw,Liabilities,Liabilities,0.6584769487380981,True
DebtInstrumentCollateralPercentage,Liabilities,Cost,0.42884886264801025,False
ScheduleOfSevenFiveZeroZeroZeroStockOptionsValuationAugustOneThreeTwoZeroOneFiveZeroThreeFourEightOneThreeNineEightTwoTcLThreeTdLxJXFg,Equity,Cost,0.24157990515232086,False
ConsolidationLessThanWhollyOwnedSubsidiaryParentOwnershipInterestEffectsOfChangesNetZeroThreeFourEightEightThreeNineEightNineqOneCThreeXpslgxSQ,Other,Other,0.4300635755062103,True
PaymentsForDepositsForPurchaseOfProductiveAssets,Assets,Assets,0.6989128589630127,True
IncreaseDecreaseInAdvancesFromBorrowersForTaxesAndInsuranceNet,Other,Expenses,0.19651494920253754,False
LoansheldforinvestmentNetUnrealizedGain,Assets,Liabilities,0.4081682860851288,False
ScheduleOfDisclosureOfSharebasedCompensationArrangementsBySharebasedPaymentAwardZeroThreeFourEightEightThreeNineEightNinecFiveVSevenvwmmOnenpF,Cash Flow,Income,0.19447773694992065,False
SellingCommissionsAndDealManagerFeesIncurred,Other,Cost,0.2534290850162506,False
RatioOfAllowanceForLoanAndLeaseLossesToTotalGrossLoansAndLeases,Other,Liabilities,0.3119540810585022,False
PaymentOfContingentConsideration,Cash Flow,Cost,0.29424819350242615,False
StatutoryAccountingPracticesPortionOfExcessRetainedEarningsNotTaxed,Equity,Income,0.25295865535736084,False
LoansAndLeasesReceivableNetOfDeferredIncomeIncludingCoveredLoans,Assets,Liabilities,0.47014638781547546,False
RealEstateIncomeNet,Other,Income,0.5475046634674072,False
DvdSubscriptionAndOtherRevenues,Revenue,Revenue,0.47461408376693726,True
LongtermInvestmentsAndNotesReceivableNoncurrent,Assets,Other,0.5476614832878113,False
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesForfeituresAvailableForReGrant,Equity,Revenue,0.49735140800476074,False
DeferredCostsCurrentAndNoncurrentAccumulatedAmortization,Expenses,Cost,0.49031034111976624,False
ScheduleOfShorttermDebtZeroThreeFourNineFiveThreeNineNineFourThreekOnebhyHyzSixXp,Liabilities,Cost,0.3069639205932617,False
RoyaltiesFutureMinimumPaymentsDueInFiveYears,Cash Flow,Revenue,0.638809323310852,False
InvestmentsandCashAmountthatBecameUnrestrictedDuringthePeriod,Assets,Assets,0.6104803681373596,True
ImpactOnFairValueOfTwentyFiveBasisPointsDecrease,Other,Assets,0.17613765597343445,False
DeferredSharesSharesOutstanding,Liabilities,Assets,0.366105318069458,False
ConvertiblePromissoryNotesPayableRelatedPartiesCurrent,Liabilities,Other,0.4112325608730316,False
RevenueTechnologyUk,Revenue,Revenue,0.6955463290214539,True
StockIssuedDuringPeriodSharesIssuedForConversionOfDebt,Liabilities,Cost,0.2907926142215729,False
NumberOfThemeParks,Other,Assets,0.26434043049812317,False
ConvertibleStockIssuedByReDesignationOfOrdinaryShares,Equity,Cost,0.23740530014038086,False
OtherDebtors,Liabilities,Liabilities,0.4741727411746979,True
AssignmentOfRelatedPartyNotesPayableToAnUnrelatedThirdParty,Liabilities,Other,0.3739769160747528,False
CashAndCashEquivalentsAtCarryingValueHeldAtTwoFinancialInstitutions,Assets,Assets,0.30837470293045044,True
PolicyLoansPercentOfTotalInvestments,Assets,Liabilities,0.47125473618507385,False
StoreClosingReserve,Other,Cost,0.200940802693367,False
AmortizationOfIntangibleAssetsLessCapitalizedSoftwareDevelopmentCostsAndAcquiredDataSets,Expenses,Cost,0.45263388752937317,False
IncreaseDecreaseinDuefromRelatedPartiesInvestingActivities,Other,Other,0.5369729399681091,True
NetCashFromAcquitionNetOfPaidForPrefrredStock,Assets,Assets,0.23632532358169556,True
ShareBasedCompensationArrangementShareBasedPaymentAwardOptionsPercentageOfOutstandingOptions,Cash Flow,Assets,0.2232203185558319,False
DosimetryDevicesAccumulatedDepreciation,Expenses,Cost,0.4148552417755127,False
AreaOfRealEstatePropertyAcquired,Assets,Assets,0.38212108612060547,True
FreshStartAdjustmentIncreaseDecreaseInvestments,Assets,Assets,0.21275120973587036,True
Cashreceivablefromexercisedbutunsettledstockoptionsasofperiodend,Assets,Cash Flow,0.22146055102348328,False
EquityIssuancePerShareAmountAPSettlement,Equity,Equity,0.8591418266296387,True
StockOfferingMaximumNumberofSharesAvailableForSaleThroughAtTheMarketEquityOfferingProgramATMProgram,Equity,Equity,0.8194942474365234,True
CustomerAcquisitionCostCurrent,Other,Cost,0.7763118743896484,False
OtherAccruedExpensesAndLiabilitiesNoncurrent,Expenses,Other,0.5945850610733032,False
GainLossonHedgeIneffectiveness,Other,Liabilities,0.5813177227973938,False
DisposalOfFullyDepreciatedRealEstate,Other,Cost,0.28008389472961426,False
ChangesinEstimatesatCompletion,Other,Cost,0.23656047880649567,False
EmployeeServiceShareBasedCompensationNonvestedAwardsCompensationCostNotYetRecognizedDueInThreeYears,Other,Cost,0.6433567404747009,False
ElectronicBankingExpense,Expenses,Cost,0.529012143611908,False
PrincipalPaymentsReceivedOnAvailableForSaleSecurities,Revenue,Revenue,0.17553803324699402,True
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsPrevestCancellationRate,Cash Flow,Cost,0.17404119670391083,False
CiprofloxacinSettlement,Other,Cost,0.3086540400981903,False
RestructuringChargesBusinessRealignment,Other,Expenses,0.2514106035232544,False
NoninterestIncomeFromTrust,Other,Income,0.6187658309936523,False
FreshstartAdjustmentIncreaseDecreaseOilAndGasPropertyFullCostMethodNet,Assets,Cost,0.3529774844646454,False
PeriodOverPriorYearPeriodPercentIncreaseDecreaseServiceExpenses,Expenses,Expenses,0.8316483497619629,True
Operatingexpensespaidbyothers,Cost,Other,0.5061858296394348,False
CommonUnitsIssuedDuringPeriod,Other,Equity,0.14327508211135864,False
SummaryOfSignificantAccountingPoliciesZeroThreeFiveZeroNineFourZeroZeroSevenXwgQEightdTThreeSqGZ,Other,Cost,0.1712084710597992,False
MarketableSecuritiesReclassification,Assets,Assets,0.21664555370807648,True
AccruedCustomerAllowances,Other,Assets,0.3057039678096771,False
CapitalStockZeroThreeFiveFourNineFourZeroFourFivewSixhtgRpCCGNK,Equity,Cost,0.5376402735710144,False
NoncashorPartNoncashAcquisitionValueofWorkingCapitalAcquired,Assets,Other,0.6011555790901184,False
EstimatedAmortizationOnLongtermRentConcessionYearFour,Expenses,Cost,0.5578369498252869,False
AmountOfSharesPledged,Equity,Equity,0.3064589202404022,True
NoncashProjectAbandonmentCosts,Expenses,Cost,0.5594387054443359,False
SiteContingencyNumberofPotentiallyResponsibleParties,Other,Liabilities,0.18142050504684448,False
FinancingReceivableModificationsPostModificationRecordedInvestmentNumberOfContracts,Assets,Cost,0.23066958785057068,False
NumberOfUnconsolidatedJointVenturePartnerships,Other,Other,0.20325514674186707,True
StockIssuedToSettleAccountsPayableAmount,Liabilities,Cost,0.2918546497821808,False
UnrealizedGainsLossesOnInvestmentsCarriedAtCost,Assets,Cost,0.6998078227043152,False
CapitalizedExploratoryWellCostsGreaterThanOrEqualToOneYearAndLessThanThreeYears,Expenses,Cost,0.7713452577590942,False
SegmentReportingReconcilingItemInLossesAndOtherExpensesFromSegmentToConsolidatedAmount,Expenses,Expenses,0.583166241645813,True
FinancingReceivableModificationsPostModificationInvestmentRecorded,Assets,Cost,0.19114941358566284,False
AssignmentOfNotesPayableToConvertibleNotes,Liabilities,Cost,0.18731597065925598,False
EffectiveIncomeTaxRateReconciliationStockOptions,Equity,Income,0.7483443021774292,False
PreciousMetalsStatedUnderNonLIFOCostMethods,Other,Other,0.34622204303741455,True
MortgagesReceivableFromAffiliate,Assets,Cost,0.34208279848098755,False
StockIssuedDuringPeriodValueIssuedForServicesFour,Equity,Cost,0.26450127363204956,False
ScheduleOfNetRevenuesFromManufactureOfBatteriesByGeographicalAreasZeroThreeFiveThreeEightZeroPDHnHQwDOneqJP,Revenue,Revenue,0.7306376695632935,True
TotalFixedMaturitySecuritiesFairValue,Assets,Assets,0.2568216919898987,True
OptionActivityAttributableToNoncontrollingInterestHolders,Other,Other,0.6334373950958252,True
DispositionsAtCost,Other,Cost,0.46186983585357666,False
SummaryOfSignificantAccountingPoliciesZeroThreeFourNineFiveZeroPNTPSevenSGCwTwogFive,Other,Cost,0.15277551114559174,False
IntersegmentRevenueEliminatedInConsolidation,Revenue,Revenue,0.8137538433074951,True
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsExercisableWeightedAverageGrantDateFairValue,Equity,Equity,0.5080157518386841,True
PercentageTotalOfMaturityDistributionOfTimeDeposits100000OrMore,Other,Cost,0.16721737384796143,False
DisposalGroupsIncludingDiscontinuedOperationsZeroThreeFiveOneEightZeroFivenTSixTKSevensZCTwoh,Other,Other,0.3638448119163513,True
CostOfOnboardAndOther,Other,Other,0.5255821943283081,True
EsppShareDiscount,Other,Equity,0.3098941147327423,False
ScheduleOfDisclosureOfSharebasedCompensationArrangementsBySharebasedPaymentAwardZeroThreeFiveThreeThreeZeroJBDfdTwopGzTwoWB,Cash Flow,Income,0.17618444561958313,False
PutableAdvances,Other,Assets,0.3872528374195099,False
CarriedInterestNonconsolidatedCarryingAmount,Other,Other,0.5244461894035339,True
PaymentsToAcquireLoansAndLeasesHeldForInvestment,Assets,Liabilities,0.3131372630596161,False
AccumulatedOtherComprehensiveIncomeLossDeferredGainLossDerivativesQualifyingAsHedgesBeforeTax,Liabilities,Other,0.8432165384292603,False
ScheduleOfProvisionForIncomeTaxesZeroThreeFiveThreeFourZeroBDdbPwTCzqyk,Income,Income,0.7359831929206848,True
TaxesOtherThanIncome,Other,Other,0.6215591430664062,True
ScheduleOfSubsidiariesAndVariableInterestEntityZeroThreeFiveZeroNineZeronxlwFhdFiveWnCk,Other,Other,0.22122792899608612,True
OperatingLeasesFutureMinimumPaymentsDueinThreeYearsFutureMinimumSubleaseRentals,Cash Flow,Cost,0.2385014444589615,False
WeightedAverageExercisePriceWarrantsIssued,Other,Cost,0.6129472255706787,False
CapitalLeasesFutureMinimumPrincipleDueCurrent,Equity,Cost,0.3265186846256256,False
IndemnificationClaimsNumberDuringPeriod,Other,Liabilities,0.24450689554214478,False
PrincipalActivitiesBasisOfPresentationAndOrganizationZeroThreeFiveThreeEightZeroxOneMphThreewsRPhq,Other,Revenue,0.17126990854740143,False
ProfessionalFeesRelatedtoFinancialReporting,Other,Cost,0.30058640241622925,False
GainOnSaleOfLandTotal,Cash Flow,Revenue,0.359922856092453,False
SharesIssuedToPriorYearInvestors,Equity,Equity,0.3645375370979309,True
ProceedsFromOptionAndWarrantExercises,Cash Flow,Revenue,0.38864296674728394,False
OptionsExpense,Expenses,Expenses,0.5846297144889832,True
SupplyAgreementFutureMinimumPaymentsDueNextTwelveMonths,Cash Flow,Cost,0.22903141379356384,False
IncomeTaxesZeroThreeFourNineFiveZeroTXwSevenZSFourQpLfOne,Income,Income,0.7400164604187012,True
DeferredTaxAssetsTaxDeferredExpenseReservesAndDepreciationAndOtherLiabilities,Expenses,Liabilities,0.6272246241569519,False
IncomeTaxConcessionImpactonBasicEarningsperShare,Income,Income,0.8425207734107971,True
DistributionspaidtocommonunitholdersPublic,Other,Cost,0.16358892619609833,False
AdvancesMadeDirectlyOrIndirectlyToExecutiveOfficersForPersonalBenefits,Other,Other,0.21748831868171692,True
ProceedsFromSaleOfRestrictedStockToCoverTaxes,Equity,Revenue,0.6035138964653015,False
TradeAccountsReceivableNetZeroThreeTwoSevenOneThreeSevenSixFiveSevenhZStTbmhrwR,Assets,Revenue,0.5441150069236755,False
InitialPublicOfferingExpenses,Expenses,Expenses,0.7367393970489502,True
ConsiderationReceivedFromNonCashExchangesOfInvestmentSecurities,Assets,Other,0.3728371560573578,False
DiscontinuedOperationNumberofBusinessesSold,Other,Assets,0.28140324354171753,False
ConvertibleNote5AdarOriginalBorrowing,Other,Other,0.28947174549102783,True
VoyageExpensesRelatedParties,Expenses,Expenses,0.5309923887252808,True
SoftwareDeliverySupportAndMaintenanceRevenue,Revenue,Revenue,0.7536699771881104,True
LoansAndLeasesReceivableOtherAllowances,Assets,Other,0.4156856834888458,False
InvestmentsOfConsolidatedInvestmentProducts,Assets,Assets,0.32894057035446167,True
OfficeAndOther,Other,Other,0.9195508360862732,True
DividendsPayableAnnualDividendRateAmountPerShare,Liabilities,Income,0.3117504417896271,False
AdvisorExpenseReimbursementAlternative2,Expenses,Other,0.41596779227256775,False
TradingSecuritiesEquityCost,Assets,Cost,0.5350132584571838,False
DebtInstrumentNoncurrentPortionOfUnamortizedDiscount,Liabilities,Other,0.6471748352050781,False
FutureAllocatedShareBasedCompensationExpenseYearThree,Expenses,Expenses,0.629127562046051,True
InventoryNetProfitIncludedInCommisions,Assets,Income,0.4218231737613678,False
NetProceedsFromSaleVessels,Cash Flow,Revenue,0.32049766182899475,False
RevenueShareAndRoyaltiesExpense,Revenue,Expenses,0.48602354526519775,False
MinorityInterestInPreferredUnitHolders,Other,Other,0.33034631609916687,True
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodTax,Other,Other,0.8699127435684204,True
ReceivableDeemedPastDueOrUncollectible,Assets,Other,0.36961036920547485,False
ClassOfWarrantsOrRightExchangedDuringPeriod,Other,Cost,0.14221465587615967,False
PrepaidExpensesAndDeferredCost,Expenses,Cost,0.520980715751648,False
DamageClaimForAllegedUnpaidLicensingFee,Other,Cost,0.3753066658973694,False
AccruedPayrollAndOtherLiabilitiesCurrent,Liabilities,Liabilities,0.6241430640220642,True
WarrantsIssuedForFinancingShares,Equity,Equity,0.47541773319244385,True
NetDividendsCommonStockMandatorilyRedeemableCapitalStock,Equity,Equity,0.3039170801639557,True
VariableInterestEntityReportingEntityInvolvementMaximumLossExposureAdditionalAggregateAmountThatCouldBeRequired,Other,Assets,0.18157103657722473,False
RetailBrokerageAndAdvisoryIncome,Other,Income,0.6985129714012146,False
AverageNumberOfOptionsContractsTraded,Other,Assets,0.2201012820005417,False
FairValueLevel1toLevel2TransfersAmount,Other,Assets,0.16399358212947845,False
EstimatedPercentOfCommonSharesHeldByAquiredEntityAfterMerger,Equity,Assets,0.38746973872184753,False
GainLossOnSalesOfLoansNet,Revenue,Liabilities,0.17174547910690308,False
SignificantVendorPercentage,Other,Cost,0.24976615607738495,False
PercentageOfValuationAllowance,Other,Assets,0.21751391887664795,False
GainOnLicenseFees,Other,Revenue,0.36351144313812256,False
NumberOfOperatingLeaseRenewalOptions,Other,Assets,0.21047595143318176,False
OperatingandCapitalLeasesandPurchaseCommitmentsFutureMinimumPaymentsDueInThreeYears,Equity,Expenses,0.389317125082016,False
ScheduleOfSharebasedCompensationStockOptionsActivityZeroThreeFiveFourFourZerozBdcdThreeRgTtOnes,Equity,Other,0.6176401972770691,False
CompanyEnteredAnAgreementToIssueThreeOneYearConvertibleNotes,Other,Cost,0.18707942962646484,False
MaximumAmountOfCommercialLoansReceivableThirdPartyCreditScoringModelsUsedForRiskRating,Assets,Cost,0.22993293404579163,False
DeferredTaxAssetsTaxDeferredExpense,Expenses,Assets,0.7870387434959412,False
